map marker HA412_chr HA412_pos other_map_chr other_map_pos haploblock
petmap1 HanXRQChr12_115373922 A12 155399355 P17 67.513315711957 1
petmap1 HanXRQChr12_115373928 A12 155399349 P17 67.513315711957 1
petmap1 HanXRQChr12_115373937 A12 155399340 P17 67.513315711957 1
petmap1 HanXRQChr12_115373970 A12 155399307 P17 67.513315711957 1
petmap1 HanXRQChr12_111291528 A12 154617989 P17 72.375909136261 1
petmap1 HanXRQChr12_118868703 A12 149863516 P17 72.375909136261 1
petmap1 HanXRQChr12_118868719 A12 149863532 P17 72.375909136261 1
petmap1 HanXRQChr12_118868766 A12 149863579 P17 72.375909136261 1
petmap1 HanXRQChr12_139638632 A12 122537418 P17 72.375909136261 1
petmap1 HanXRQChr12_139638663 A12 122537387 P17 72.375909136261 1
petmap1 HanXRQChr12_112587110 A12 158336634 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587133 A12 158336611 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587142 A12 158336602 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587274 A12 158336470 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587275 A12 158336469 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587300 A12 158336444 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587310 A12 158336434 P17 68.3983638882299 0
petmap1 HanXRQChr12_112587313 A12 158336431 P17 68.3983638882299 0
petmap1 HanXRQChr12_127320317 A12 162574022 P17 70.9401417402297 0
petmap1 HanXRQChr12_130139531 A12 124940905 P17 72.375909136261 1
petmap1 HanXRQChr12_130139535 A12 124940909 P17 72.375909136261 1
petmap1 HanXRQChr15_84345568 A12 90802095 P17 62.9185168427599 0
petmap1 HanXRQChr17_197428438 A12 92806629 P17 62.9185168427599 0
petmap1 HanXRQChr15_84345429 A12 90802234 P17 62.9185168427599 0
petmap1 HanXRQChr15_84345430 A12 90802233 P17 62.9185168427599 0
petmap2 HanXRQChr12_92355462 A12 98303926 N17 85.7904725689534 1
petmap2 HanXRQChr12_90728820 A12 101874612 N17 85.7904725689534 0
petmap2 HanXRQChr12_92355385 A12 98304003 N17 86.7906059342958 1
petmap2 HanXRQChr12_111716388 A12 154143793 N17 86.7906059342958 1
petmap2 HanXRQChr17_197363135 A12 92870828 N17 87.9487048175788 0
petmap2 HanXRQChr17_197363166 A12 92870797 N17 87.9487048175788 0
petmap2 HanXRQChr12_90422416 A12 102185714 N17 90.1678388906722 0
petmap2 HanXRQChr12_90422266 A12 102185864 N17 90.1678388906722 0
petmap2 HanXRQChr12_127320457 A12 162574162 N17 92.4011132682303 0
petmap2 HanXRQChr12_130148417 A12 124949791 N17 99.2486556387249 1
petmap2 HanXRQChr16_99876163 A12 120010571 N17 99.4917998167098 1
petmap2 HanXRQChr12_130144786 A12 124946160 N17 99.4917998167098 1
petmap2 HanXRQChr12_130144769 A12 124946143 N17 101.150292102946 1
petmap2 HanXRQChr12_154181680 A12 135622512 N17 101.150292102946 1
petmap2 HanXRQChr16_99876245 A12 120010489 N17 101.150292102946 1
petmap2 HanXRQChr12_110653918 A12 127971162 N17 101.150292102946 1
petmap2 HanXRQChr12_142096164 A12 114291850 N17 102.593402257982 1
petmap2 HanXRQChr12_142096128 A12 114291814 N17 106.17059477463 1
petmap2 HanXRQChr12_142096129 A12 114291815 N17 106.17059477463 1
petmap2 HanXRQChr12_115374048 A12 155399229 N17 110.431505474544 1
petmap2 HanXRQChr12_89617117 A12 95123118 N17 112.091839668428 1
petmap2 HanXRQChr12_90728722 A12 101874710 N17 112.091839668428 0
petmap2 HanXRQChr12_74475101 A12 111240720 N17 112.091839668428 0
petmap2 HanXRQChr12_112834396 A12 157938524 N17 114.261713215242 0
petmap2 HanXRQChr12_112834435 A12 157938485 N17 116.642649797577 0
petmap2 HanXRQChr12_90728870 A12 101874562 N17 112.091839668428 0
petmap2 HanXRQChr12_110629226 A12 127996057 N17 99.4917998167098 1
petmap2 HanXRQChr12_110653873 A12 127971207 N17 99.4917998167098 1
petmap2 HanXRQChr12_130307327 A12 118199959 N17 99.4917998167098 1
petmap2 HanXRQChr12_142861608 A12 152198764 N17 99.4917998167098 1
petmap2 HanXRQChr12_142861652 A12 152198720 N17 99.4917998167098 1
petmap2 HanXRQChr12_147051890 A12 134648000 N17 99.4917998167098 1
petmap2 HanXRQChr11_149530193 A12 110179343 N17 112.091839668428 0
petmap2 HanXRQChr11_149535001 A12 110184150 N17 112.091839668428 0
petmap2 HanXRQChr11_149535002 A12 110184151 N17 112.091839668428 0
petmap2 HanXRQChr11_149535003 A12 110184152 N17 112.091839668428 0
petmap2 HanXRQChr12_89617214 A12 95123215 N17 112.091839668428 1
petmap2 HanXRQChr12_90728750 A12 101874682 N17 112.091839668428 0
petmap2 HanXRQChr12_90734143 A12 101869288 N17 112.091839668428 0
petmap2 HanXRQChr12_92355416 A12 98303972 N17 112.091839668428 1
petmap2 HanXRQChr12_92355427 A12 98303961 N17 112.091839668428 1
petmap2 HanXRQChr12_92679719 A12 97885784 N17 112.091839668428 1
petmap2 HanXRQChr12_92679755 A12 97885748 N17 112.091839668428 1
petmap2 HanXRQChr12_92679833 A12 97885670 N17 112.091839668428 1
petmap2 HanXRQChr12_92679847 A12 97885656 N17 112.091839668428 1
petmap2 HanXRQChr12_101025576 A12 108120441 N17 112.091839668428 0
petmap2 HanXRQChr12_112088108 A12 158857514 N17 112.091839668428 0
petmap2 HanXRQChr12_112088128 A12 158857494 N17 112.091839668428 0
petmap2 HanXRQChr12_112586548 A12 158337196 N17 112.091839668428 0
petmap2 HanXRQChr12_112587110 A12 158336634 N17 112.091839668428 0
petmap2 HanXRQChr12_112587139 A12 158336605 N17 112.091839668428 0
petmap2 HanXRQChr12_112587290 A12 158336454 N17 112.091839668428 0
petmap2 HanXRQChr12_115373873 A12 155399404 N17 112.091839668428 1
petmap2 HanXRQChr12_115373920 A12 155399357 N17 112.091839668428 1
petmap2 HanXRQChr12_127320628 A12 162574333 N17 112.091839668428 0
petmap2 HanXRQChr12_127320637 A12 162574342 N17 112.091839668428 0
petmap2 HanXRQChr17_197428418 A12 92806649 N17 112.091839668428 0
petmap2 HanXRQChr17_197428428 A12 92806639 N17 112.091839668428 0
petmap2 HanXRQChr17_197428496 A12 92806571 N17 112.091839668428 0
petmap2 HanXRQChr05_28927209 A12 112276381 N17 99.4917998167098 1
petmap2 HanXRQChr12_57932524 A12 145401390 N17 99.4917998167098 1
petmap2 HanXRQChr12_57932528 A12 145401394 N17 99.4917998167098 1
petmap2 HanXRQChr12_57932571 A12 145401437 N17 99.4917998167098 1
petmap2 HanXRQChr12_110629040 A12 127996243 N17 99.4917998167098 1
petmap2 HanXRQChr12_110629280 A12 127996003 N17 99.4917998167098 1
petmap2 HanXRQChr12_110629283 A12 127996000 N17 99.4917998167098 1
petmap2 HanXRQChr12_119012676 A12 150006245 N17 99.4917998167098 1
petmap2 HanXRQChr12_130148480 A12 124949854 N17 99.4917998167098 1
petmap2 HanXRQChr12_131726064 A12 119682287 N17 99.4917998167098 1
petmap2 HanXRQChr12_142861913 A12 152198459 N17 99.4917998167098 1
petmap2 HanXRQChr12_146711797 A12 146802939 N17 99.4917998167098 1
petmap2 HanXRQChr12_150647159 A12 121872336 N17 99.4917998167098 1
petmap2 HanXRQChr12_165239876 A12 177243460 N17 99.4917998167098 1
petmap2 HanXRQChr15_84345395 A12 90802268 N17 99.4917998167098 0
petmap2 HanXRQChr11_27365158 A12 160008454 N17 112.091839668428 0
petmap2 HanXRQChr11_27365221 A12 160008391 N17 112.091839668428 0
petmap2 HanXRQChr11_27365263 A12 160008349 N17 112.091839668428 0
petmap2 HanXRQChr11_149529885 A12 110179035 N17 112.091839668428 0
petmap2 HanXRQChr11_149529964 A12 110179114 N17 112.091839668428 0
petmap2 HanXRQChr11_149530235 A12 110179385 N17 112.091839668428 0
petmap2 HanXRQChr12_74475073 A12 111240748 N17 112.091839668428 0
petmap2 HanXRQChr12_74475109 A12 111240712 N17 112.091839668428 0
petmap2 HanXRQChr12_74475115 A12 111240706 N17 112.091839668428 0
petmap2 HanXRQChr12_74475344 A12 111240477 N17 112.091839668428 0
petmap2 HanXRQChr12_89027136 A12 94228501 N17 112.091839668428 0
petmap2 HanXRQChr12_89617109 A12 95123110 N17 112.091839668428 1
petmap2 HanXRQChr12_92355399 A12 98303989 N17 112.091839668428 1
petmap2 HanXRQChr12_92679735 A12 97885768 N17 112.091839668428 1
petmap2 HanXRQChr12_112587124 A12 158336620 N17 112.091839668428 0
petmap2 HanXRQChr12_112587133 A12 158336611 N17 112.091839668428 0
petmap2 HanXRQChr12_112587313 A12 158336431 N17 112.091839668428 0
petmap2 HanXRQChr12_113279135 A12 159200517 N17 112.091839668428 0
petmap2 HanXRQChr12_115373872 A12 155399405 N17 112.091839668428 1
petmap2 HanXRQChr12_115373895 A12 155399382 N17 112.091839668428 1
petmap2 HanXRQChr12_115373930 A12 155399347 N17 112.091839668428 1
petmap2 HanXRQChr12_115373937 A12 155399340 N17 112.091839668428 1
petmap2 HanXRQChr12_115374130 A12 155399147 N17 112.091839668428 1
petmap2 HanXRQChr15_84345574 A12 90802089 N17 112.091839668428 0
petmap2 HanXRQChr17_197428490 A12 92806577 N17 112.091839668428 0
petmap2 HanXRQChr11_149530247 A12 110179397 N17 112.091839668428 0
petmap2 HanXRQChr12_74475116 A12 111240705 N17 112.091839668428 0
petmap2 HanXRQChr12_74475129 A12 111240692 N17 112.091839668428 0
petmap2 HanXRQChr12_113279117 A12 159200535 N17 112.091839668428 0
petmap2 HanXRQChr12_115374061 A12 155399216 N17 112.091839668428 1
petmap2 HanXRQChr12_90422383 A12 102185747 N17 90.1678388906722 0
petmap2 HanXRQChr12_90422402 A12 102185728 N17 90.1678388906722 0
petmap2 HanXRQChr12_90422406 A12 102185724 N17 90.1678388906722 0
petmap2 HanXRQChr12_110653920 A12 127971160 N17 101.150292102946 1
petmap2 HanXRQChr12_111716362 A12 154143819 N17 86.7906059342958 1
petmap2 HanXRQChr12_111716365 A12 154143816 N17 86.7906059342958 1
petmap2 HanXRQChr12_111716396 A12 154143785 N17 86.7906059342958 1
petmap2 HanXRQChr12_112834375 A12 157938545 N17 114.261713215242 0
petmap2 HanXRQChr12_115374049 A12 155399228 N17 110.431505474544 1
petmap2 HanXRQChr12_127320443 A12 162574148 N17 92.4011132682303 0
petmap2 HanXRQChr12_127320454 A12 162574159 N17 92.4011132682303 0
petmap2 HanXRQChr12_127320472 A12 162574177 N17 92.4011132682303 0
petmap2 HanXRQChr12_127320505 A12 162574210 N17 92.4011132682303 0
petmap2 HanXRQChr12_130144843 A12 124946217 N17 99.4917998167098 1
petmap2 HanXRQChr12_130144845 A12 124946219 N17 99.4917998167098 1
petmap2 HanXRQChr12_130144955 A12 124946329 N17 99.4917998167098 1
petmap2 HanXRQChr16_99876246 A12 120010488 N17 101.150292102946 1
petmap2 HanXRQChr16_99876259 A12 120010475 N17 101.150292102946 1
petmap3 Ha412HOChr12_110710093 A12 110710093 C17 60.9563053412518 0
petmap3 Ha412HOChr12_102185872 A12 102185872 C17 60.9563053412518 0
petmap3 Ha412HOChr12_111240690 A12 111240690 C17 60.9563053412518 0
petmap3 Ha412HOChr12_108120446 A12 108120446 C17 60.9563053412518 0
petmap3 Ha412HOChr12_158336607 A12 158336607 C17 60.9563053412518 0
petmap3 Ha412HOChr12_161067628 A12 161067628 C17 62.319763102513 0
petmap3 Ha412HOChr12_98303928 A12 98303928 C17 65.6033635251826 1
petmap3 Ha412HOChr12_98303762 A12 98303762 C17 65.6033635251826 1
petmap3 Ha412HOChr12_118200160 A12 118200160 C17 67.3811427795423 1
petmap3 Ha412HOChr12_154144063 A12 154144063 C17 67.758380632997 1
petmap3 Ha412HOChr12_152198461 A12 152198461 C17 67.758380632997 1
petmap3 Ha412HOChr12_152198766 A12 152198766 C17 67.758380632997 1
petmap3 Ha412HOChr12_98303801 A12 98303801 C17 65.6033635251826 1
petmap3 Ha412HOChr12_102185716 A12 102185716 C17 60.9563053412518 0
petmap3 Ha412HOChr12_102185730 A12 102185730 C17 60.9563053412518 0
petmap3 Ha412HOChr12_158336636 A12 158336636 C17 60.9563053412518 0
petmap3 Ha412HOChr12_102185821 A12 102185821 C17 60.9563053412518 0
petmap3 Ha412HOChr12_110710066 A12 110710066 C17 60.9563053412518 0
petmap3 Ha412HOChr12_111240694 A12 111240694 C17 60.9563053412518 0
petmap3 Ha412HOChr12_111240722 A12 111240722 C17 60.9563053412518 0
petmap3 Ha412HOChr12_111240745 A12 111240745 C17 60.9563053412518 0
petmap3 Ha412HOChr12_112276210 A12 112276210 C17 67.758380632997 1
petmap3 Ha412HOChr12_118199976 A12 118199976 C17 67.758380632997 1
petmap3 Ha412HOChr12_118199978 A12 118199978 C17 67.758380632997 1
petmap3 Ha412HOChr12_118199985 A12 118199985 C17 67.758380632997 1
petmap3 Ha412HOChr12_118199990 A12 118199990 C17 67.758380632997 1
petmap3 Ha412HOChr12_118200158 A12 118200158 C17 67.3811427795423 1
petmap3 Ha412HOChr12_154144064 A12 154144064 C17 67.758380632997 1
petmap4 Ha412HOChr12_145401383 A12 145401383 C17 81.7873567064171 1
petmap4 Ha412HOChr12_161067619 A12 161067619 C17 80.6649383841816 0
petmap4 Ha412HOChr12_97885916 A12 97885916 C17 79.7652044093312 1
petmap4 Ha412HOChr12_108120211 A12 108120211 C17 65.9614709167705 0
petmap4 Ha412HOChr12_105693389 A12 105693389 C17 65.9614709167705 0
